市区町村,月,回収施設数合計,延べ宿泊者数,実宿泊者数,外国人延べ宿泊者数,外国人実宿泊者数,定員稼働率,利用客室数,客室稼働率
鹿児島県薩摩川内市,9月,14,14615,9671,612,288,30.4,12718,50.8
鹿児島県薩摩川内市,10月,15,22135,14397,3517,1604,41.7,18511,68.2
鹿児島県薩摩川内市,11月,13,20604,13971,2561,1139,45.9,17066,80.2
鹿児島県薩摩川内市,12月,11,13425,9718,407,229,36.0,11300,59.1
鹿児島県霧島市,1月,23,40484,34455,4952,4039,35.5,23199,56.3
鹿児島県霧島市,2月,23,40032,33939,4646,4182,38.8,23539,63.3
鹿児島県霧島市,3月,24,52120,45570,5426,4862,44.7,28248,67.8
鹿児島県霧島市,4月,23,39633,33865,3788,2983,35.8,23761,57.2
鹿児島県霧島市,5月,22,32527,27858,1858,1366,34.9,17265,55.9
鹿児島県霧島市,6月,24,29065,24942,2066,1709,26.0,17493,43.5
鹿児島県霧島市,7月,23,28172,24015,1324,1137,24.8,17047,41.5
鹿児島県霧島市,8月,21,33923,27712,1374,1201,34.5,17820,48.6
鹿児島県霧島市,9月,22,30323,25330,1838,1588,28.9,19025,49.3
鹿児島県霧島市,10月,23,37920,32534,2948,2594,33.6,22918,55.8
鹿児島県霧島市,11月,21,40700,35301,3828,3397,43.8,23681,66.2
鹿児島県霧島市,12月,20,30096,26672,3141,2935,36.4,16141,59.2
鹿児島県鹿児島市,1月,50,189642,137750,28137,17040,56.0,141847,66.3
鹿児島県鹿児島市,2月,47,186786,137914,19116,11559,64.7,140135,77.0
鹿児島県鹿児島市,3月,52,229219,170418,30750,21089,63.2,170068,74.9
鹿児島県鹿児島市,4月,51,190625,142486,26501,17549,58.2,143597,67.7
鹿児島県鹿児島市,5月,52,206017,153266,24085,15289,57.2,153126,67.8
鹿児島県鹿児島市,6月,49,167936,130190,16070,11750,52.3,131223,63.0
鹿児島県鹿児島市,7月,51,186554,140600,16815,11436,53.4,138958,62.3
鹿児島県鹿児島市,8月,46,220428,161327,14581,10036,68.9,151078,75.6
鹿児島県鹿児島市,9月,48,185819,137313,17443,11869,56.6,144177,68.4
鹿児島県鹿児島市,10月,47,213899,160789,28914,19446,66.4,164644,78.4
鹿児島県鹿児島市,11月,46,231036,175189,28595,20040,72.9,173797,83.9
鹿児島県鹿児島市,12月,45,219107,156715,34178,21963,67.7,161062,77.5
